date,close,volume
"Wed, October 05, 2011",30.84,51070360
"Tue, October 04, 2011",30.26,69758650
"Mon, October 03, 2011",28.65,50848000
"Fri, September 30, 2011",30.12,42418880
"Thu, September 29, 2011",31.39,50990680
"Wed, September 28, 2011",30.47,38578080
"Tue, September 27, 2011",31.57,58198920
"Mon, September 26, 2011",31.65,58619150
"Fri, September 23, 2011",29.59,51689720
"Thu, September 22, 2011",29.27,86257360
"Wed, September 21, 2011",30.34,57335310
"Tue, September 20, 2011",32.25,33452220
"Mon, September 19, 2011",32.49,33136370
"Fri, September 16, 2011",33.43,52677580
"Thu, September 15, 2011",33.81,35768990
"Wed, September 14, 2011",32.8,44394910
"Tue, September 13, 2011",32.49,50092160
"Mon, September 12, 2011",32.42,53346150
"Fri, September 09, 2011",32.08,67077040
"Thu, September 08, 2011",33.51,44710400
"Wed, September 07, 2011",34.82,36029740
"Tue, September 06, 2011",33.44,56967610
"Fri, September 02, 2011",34.63,41577200
"Thu, September 01, 2011",36.3,36804660
"Wed, August 31, 2011",37.56,30036830
"Tue, August 30, 2011",37.06,28804800
"Mon, August 29, 2011",37.64,27858960
"Fri, August 26, 2011",36.21,35014040
"Thu, August 25, 2011",35.72,55299440
"Wed, August 24, 2011",35.83,41893860
"Tue, August 23, 2011",34.78,55684420
"Mon, August 22, 2011",33.41,50897770
"Fri, August 19, 2011",34.35,52883340
"Thu, August 18, 2011",35.19,56943720
"Wed, August 17, 2011",36.57,29635740
"Tue, August 16, 2011",36.03,42185730
"Mon, August 15, 2011",36.88,34744970
"Fri, August 12, 2011",35.91,44009880
"Thu, August 11, 2011",36.69,69415700
"Wed, August 10, 2011",34.37,83802320
"Tue, August 09, 2011",36.4,78867450
"Mon, August 08, 2011",34.06,107226500
"Fri, August 05, 2011",37.6,85460350
"Thu, August 04, 2011",37.92,59770070
"Wed, August 03, 2011",39.9,41604600
"Tue, August 02, 2011",39.84,43892100
"Mon, August 01, 2011",40.44,34026910
"Fri, July 29, 2011",40.45,37778660
"Thu, July 28, 2011",40.68,23361010
"Wed, July 27, 2011",40.67,32281810
"Tue, July 26, 2011",41.44,24328140
"Mon, July 25, 2011",41.69,22500840
"Fri, July 22, 2011",42.19,19902070
"Thu, July 21, 2011",42.29,45516080
"Wed, July 20, 2011",40.96,31210700
"Tue, July 19, 2011",40.39,34790960
"Mon, July 18, 2011",39.83,47570900
"Fri, July 15, 2011",39.98,46522900
"Thu, July 14, 2011",40.35,65252380
"Wed, July 13, 2011",39.62,33964730
"Tue, July 12, 2011",39.39,33778160
"Mon, July 11, 2011",39.43,38192460
"Fri, July 08, 2011",40.74,20643920
"Thu, July 07, 2011",41.32,28480130
"Wed, July 06, 2011",40.56,23827120
"Tue, July 05, 2011",41.03,23771110
"Fri, July 01, 2011",41.58,32045700
"Thu, June 30, 2011",40.94,27958800
"Wed, June 29, 2011",40.45,44705150
"Tue, June 28, 2011",39.54,41454690
"Mon, June 27, 2011",39.88,30593030
"Fri, June 24, 2011",39.49,36077290
"Thu, June 23, 2011",40.07,48245740
"Wed, June 22, 2011",40.69,27304570
"Tue, June 21, 2011",40.91,34007470
"Mon, June 20, 2011",40.48,21351170
"Fri, June 17, 2011",40.8,31999170
"Thu, June 16, 2011",40.36,50228110
"Wed, June 15, 2011",40.68,37217060
"Tue, June 14, 2011",41.605,32079740
"Mon, June 13, 2011",41.67,31739260
"Fri, June 10, 2011",41.05,48527820
"Thu, June 09, 2011",40.98,30039690
"Wed, June 08, 2011",40.39,38856750
"Tue, June 07, 2011",40.72,36311620
"Mon, June 06, 2011",40.53,40852410
"Fri, June 03, 2011",41.57,31830920
"Thu, June 02, 2011",41.61,45457690
"Wed, June 01, 2011",41.76,38445290
"Tue, May 31, 2011",43.24,28719740
"Fri, May 27, 2011",42.79,24716170
"Thu, May 26, 2011",42.45,21623240
"Wed, May 25, 2011",42.27,26491950
"Tue, May 24, 2011",42.34,39787020
"Mon, May 23, 2011",42.55,31711640
"Fri, May 20, 2011",43.13,29900460
"Thu, May 19, 2011",44,19473520
"Wed, May 18, 2011",44.08,24373010
"Tue, May 17, 2011",43.81,36294050
"Mon, May 16, 2011",42.88,34909390
"Fri, May 13, 2011",43.15,32835620
"Thu, May 12, 2011",44.09,29481180
"Wed, May 11, 2011",44.23,31541310
"Tue, May 10, 2011",45.16,22549080
"Mon, May 09, 2011",44.96,22588440
"Fri, May 06, 2011",45.04,26351710
"Thu, May 05, 2011",45.17,26134780
"Wed, May 04, 2011",45.5,22712630
"Tue, May 03, 2011",45.92,30028770
"Mon, May 02, 2011",45.18,25851500
"Fri, April 29, 2011",45.63,23352710
"Thu, April 28, 2011",45.85,19847230
"Wed, April 27, 2011",45.5,20838600
"Tue, April 26, 2011",45.12,25844860
"Mon, April 25, 2011",44.61,17356340
"Thu, April 21, 2011",44.68,24371600
"Wed, April 20, 2011",44.56,35552260
"Tue, April 19, 2011",44.6501,26709830
"Mon, April 18, 2011",43.96,51940970
"Fri, April 15, 2011",44.89,32474670
"Thu, April 14, 2011",44.97,45198890
"Wed, April 13, 2011",46.25,55318340
"Tue, April 12, 2011",46.64,27172770
"Mon, April 11, 2011",46.86,25628630
"Fri, April 08, 2011",46.84,23773190
"Thu, April 07, 2011",47.4,29861290
"Wed, April 06, 2011",47.64,31171520
"Tue, April 05, 2011",46.58,21075970
"Mon, April 04, 2011",46.34,15693890
"Fri, April 01, 2011",46.35,25264550
"Thu, March 31, 2011",46.1,23343080
"Wed, March 30, 2011",46.45,26812930
"Tue, March 29, 2011",46.02,17845910
"Mon, March 28, 2011",45.96,19031030
"Fri, March 25, 2011",45.86,20713450
"Thu, March 24, 2011",45.73,21748970
"Wed, March 23, 2011",45.6,26681580
"Tue, March 22, 2011",45.47,19764320
"Mon, March 21, 2011",45.63,28949340
"Fri, March 18, 2011",45.74,77390730
"Thu, March 17, 2011",44.56,46673080
"Wed, March 16, 2011",43.81,42013160
"Tue, March 15, 2011",44.61,35669250
"Mon, March 14, 2011",45.3,24509350
"Fri, March 11, 2011",45.74,20365310
"Thu, March 10, 2011",45.53,33788000
"Wed, March 09, 2011",46.56,25172510
"Tue, March 08, 2011",46.4,32876550
"Mon, March 07, 2011",45.19,28114030
"Fri, March 04, 2011",45.52,27705140
"Thu, March 03, 2011",46.08,22997390
"Wed, March 02, 2011",45.21,28578490
"Tue, March 01, 2011",45.6,33616110
"Mon, February 28, 2011",46.69,25952250
"Fri, February 25, 2011",46.68,26750100
"Thu, February 24, 2011",45.91,31903430
"Wed, February 23, 2011",45.96,36237930
"Tue, February 22, 2011",46.01,44464070
"Fri, February 18, 2011",48,23827220
"Thu, February 17, 2011",47.82,22924220
"Wed, February 16, 2011",47.94,44278500
"Tue, February 15, 2011",46.82,35948440
"Mon, February 14, 2011",46.54,28683610
"Fri, February 11, 2011",46.57,40742680
"Thu, February 10, 2011",45.53,22672920
"Wed, February 09, 2011",45.11,33464540
"Tue, February 08, 2011",45.74,28621210
"Mon, February 07, 2011",45.5,36719680
"Fri, February 04, 2011",44.59,38068980
"Thu, February 03, 2011",45.46,23294060
"Wed, February 02, 2011",45.45,24092000
"Tue, February 01, 2011",45.93,28202700
"Mon, January 31, 2011",44.94,23559080
"Fri, January 28, 2011",44.54,38571000
"Thu, January 27, 2011",45.1,26728870
"Wed, January 26, 2011",44.98,25609690
"Tue, January 25, 2011",44.87,35847680
"Mon, January 24, 2011",45.02,27503330
"Fri, January 21, 2011",45.29,44741340
"Thu, January 20, 2011",44.75,46836320
"Wed, January 19, 2011",43.71,44849110
"Tue, January 18, 2011",44.75,45933300
"Fri, January 14, 2011",44.91,86900870
"Thu, January 13, 2011",44.45,42068320
"Wed, January 12, 2011",44.71,39620690
"Tue, January 11, 2011",43.6,27985030
"Mon, January 10, 2011",43.4,30068830
"Fri, January 07, 2011",43.64,69526140
"Thu, January 06, 2011",44.48,31594110
"Wed, January 05, 2011",44.7,49995150
"Tue, January 04, 2011",44.16,40010880
"Mon, January 03, 2011",43.58,43170320
"Fri, December 31, 2010",42.42,12169810
"Thu, December 30, 2010",42.23,12889560
"Wed, December 29, 2010",42.36,13616770
"Tue, December 28, 2010",42.61,20368040
"Mon, December 27, 2010",42.67,17189550
"Thu, December 23, 2010",42.08,18927210
"Wed, December 22, 2010",42.16,47222380
"Tue, December 21, 2010",41,30680880
"Mon, December 20, 2010",39.95,22933220
"Fri, December 17, 2010",39.67,51935780
"Thu, December 16, 2010",40.0125,37089160
"Wed, December 15, 2010",40.21,30174100
"Tue, December 14, 2010",40.79,33954670
"Mon, December 13, 2010",41.51,35709390
"Fri, December 10, 2010",41.43,28386170
"Thu, December 09, 2010",40.81,42932570
"Wed, December 08, 2010",40.26,37979110
"Tue, December 07, 2010",39.25,40816460
"Mon, December 06, 2010",39.905,25314580
"Fri, December 03, 2010",39.61,30048910
"Thu, December 02, 2010",39.31,41393960
