"SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","URL","SOURCE","MLS.","FAVORITE","INTERESTED","LIST.DATE","ADDRESS","ZIP_CODE","LAT_LON","CITY_STATE","LOCATION","CITY","STATE","LATITUDE","LONGITUDE"
"PAST SALE","September-21-2017","Townhouse",893000,3,2.5,3044,1133,2004,150,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2066-N-Oakland-St-22207/home/11279131","MRIS","AR10021038","N","Y","Sunday- Sep 10, 2017","2066 Oakland St N","'222070000","38.89578&-77.106558","Arlington, Virginia","Bromptons At Cherrydale","Arlington","VA","38.89578","-77.106558"
"PAST SALE","September-5-2017","Single Family Residential",575000,3,1.5,1472,2320,1930,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3011-13th-St-S-22204/home/11273776","MRIS","AR10048686","N","Y","Wednesday- Aug 09, 2017","3011 13th St S","'222040000","38.8599035&-77.0879477","Arlington, Virginia","Douglas Park","Arlington","VA","38.8599035","-77.0879477"
"PAST SALE","September-22-2017","Single Family Residential",565000,3,1,1152,6783,1947,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2221-S-Dinwiddie-St-22206/home/11265800","MRIS","AR10034137","N","Y","Tuesday- Sep 12, 2017","2221 Dinwiddie St","'222060000","38.8444131&-77.1067469","Arlington, Virginia","Claremont","Arlington","VA","38.8444131","-77.1067469"
"PAST SALE","September-7-2017","Townhouse",569500,3,3,1892,1320,1989,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/744-S-Granada-St-22204/home/11259626","MRIS","AR9990336","N","Y","Sunday- Aug 13, 2017","744 Granada St","'222040000","38.858136&-77.119027","Arlington, Virginia","Antn Mews","Arlington","VA","38.858136","-77.119027"
"PAST SALE","September-6-2017","Townhouse",659500,3,3.5,2169,771,1999,100,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2412-N-Greenbrier-Ct-22207/home/11228077","MRIS","AR10016156","N","Y","Friday- Aug 11, 2017","2412 Greenbrier Ct N","'222070000","38.896878&-77.13658","Arlington, Virginia","Arlington","Arlington","VA","38.896878","-77.13658"
"PAST SALE","September-21-2017","Single Family Residential",784000,5,4.5,3100,6108,2017,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2509-S-Kenwood-St-22206/home/11272264","MRIS","AR10023362","N","Y","Sunday- Sep 10, 2017","2509 Kenwood St","'222060000","38.8467551&-77.0844842","Arlington, Virginia","Shirlington","Arlington","VA","38.8467551","-77.0844842"
"PAST SALE","September-14-2017","Single Family Residential",602800,3,1.5,1275,8916,1948,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1313-S-Quincy-St-22204/home/11263698","MRIS","AR10002558","N","Y","Sunday- Aug 27, 2017","1313 Quincy St S","'222040000","38.8566266&-77.0973741","Arlington, Virginia","Douglas Park","Arlington","VA","38.8566266","-77.0973741"
"PAST SALE","September-11-2017","Single Family Residential",397000,4,3,1020,5000,1942,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1904-S-Randolph-St-22204/home/11264387","MRIS","AR10035248","N","Y","Monday- Aug 21, 2017","1904 Randolph St","'222040000","38.8505601&-77.0964985","Arlington, Virginia","Douglas Park","Arlington","VA","38.8505601","-77.0964985"
"PAST SALE","September-12-2017","Townhouse",824000,3,3.5,1956,1002,1993,50,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1967-N-Adams-St-22201/home/11246892","MRIS","AR9971912","N","Y","Wednesday- Aug 23, 2017","1967 Adams St N","'222010000","38.896253&-77.088678","Arlington, Virginia","Potomac Ridge","Arlington","VA","38.896253","-77.088678"
"PAST SALE","September-7-2017","Single Family Residential",665000,4,2,1326,10024,1947,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2416-S-Culpeper-St-22206/home/11265914","MRIS","AR10016546","N","Y","Sunday- Aug 13, 2017","2416 Culpeper St S","'222060000","38.843885&-77.104742","Arlington, Virginia","Claremont","Arlington","VA","38.843885","-77.104742"
"PAST SALE","September-12-2017","Single Family Residential",1e+06,4,3.5,4137,9676,1941,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4901-11th-St-N-22205/home/11235927","MRIS","AR9993414","N","Y","Wednesday- Aug 23, 2017","4901 11th St N","'222050000","38.883945&-77.122131","Arlington, Virginia","Waycroft-woodlawn","Arlington","VA","38.883945","-77.122131"
"PAST SALE","September-8-2017","Single Family Residential",1412000,5,4.5,4845,6075,2017,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/908-N-Lexington-St-22205/home/11241807","MRIS","AR9901355","N","Y","Tuesday- Aug 15, 2017","908 Lexington St","'222050000","38.8778975&-77.1340135","Arlington, Virginia","Bon Air / Bluemont","Arlington","VA","38.8778975","-77.1340135"
"PAST SALE","September-21-2017","Single Family Residential",750000,3,2,3990,10500,1932,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/5924-Washington-Blvd-22205/home/11238432","MRIS","AR9991159","N","Y","Sunday- Sep 10, 2017","5924 Washington Blvd","'222050000","38.8860056&-77.1431117","Arlington, Virginia","Fostoria, Highland Park","Arlington","VA","38.8860056","-77.1431117"
"PAST SALE","September-25-2017","Townhouse",898000,3,2.5,2414,1112,2004,150,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2080-N-Oakland-St-22207/home/11279135","MRIS","AR10024399","N","Y","Monday- Sep 18, 2017","2080 Oakland St N","'222070000","38.896024&-77.1067489","Arlington, Virginia","Bromptons At Cherrydale","Arlington","VA","38.896024","-77.1067489"
"PAST SALE","September-21-2017","Single Family Residential",770000,3,3,2736,5508,1950,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/5714-9th-Rd-N-22205/home/11241817","MRIS","AR9935430","N","Y","Sunday- Sep 10, 2017","5714 9th Rd N","'222050000","38.8782293&-77.133137","Arlington, Virginia","Bon Air","Arlington","VA","38.8782293","-77.133137"
"PAST SALE","September-22-2017","Single Family Residential",730000,4,2,2305,7000,1951,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/5919-1st-St-S-22204/home/11258517","MRIS","AR10034037","N","Y","Tuesday- Sep 12, 2017","5919 1st St S","'222040000","38.8655332&-77.1337365","Arlington, Virginia","Carlin Springs","Arlington","VA","38.8655332","-77.1337365"
"PAST SALE","September-28-2017","Single Family Residential",690000,3,2,2176,6000,1951,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2416-N-Quantico-St-22207/home/11226025","MRIS","AR10042433","N","Y","Sunday- Sep 24, 2017","2416 Quantico St","'222070000","38.8936228&-77.1539838","Arlington, Virginia","Arlington","Arlington","VA","38.8936228","-77.1539838"
"PAST SALE","September-28-2017","Single Family Residential",1700000,5,5,4485,43608,2001,NA,"Sold",NA,NA,"http://www.redfin.com/VA/McLean/6125-Old-Dominion-Dr-22101/home/9847501","MRIS","FX10027408","N","Y","Sunday- Sep 24, 2017","6125 Old Dominion Dr","'221010000","38.914366&-77.147967","Mclean, Virginia","Woodland Acres","Mclean","VA","38.914366","-77.147967"
"PAST SALE","September-27-2017","Single Family Residential",925000,3,4,1833,11036,1955,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/Undisclosed-address-22207/home/11226553","MRIS","AR10041072","N","Y","Friday- Sep 22, 2017","","'222070000","38.9080191&-77.1495742","Arlington, Virginia","Crescent Hills","Arlington","VA","38.9080191","-77.1495742"
"PAST SALE","September-29-2017","Single Family Residential",822000,3,2.5,2082,6000,1951,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/6316-26th-St-N-22207/home/11226017","MRIS","AR10014589","N","Y","Tuesday- Sep 26, 2017","6316 26th St N","'222070000","38.894337&-77.1550199","Arlington, Virginia","Somerset","Arlington","VA","38.894337","-77.1550199"
"PAST SALE","","Single Family Residential",1100100,3,2.5,1802,17229,1954,NA,"",NA,NA,"http://www.redfin.com/VA/Arlington/4659-34th-St-N-22207/home/11229652","","","N","Y",NA,"4659 34th St N","'222070000","38.9131069&-77.129605","Arlington, Virginia","","Arlington","VA","38.9131069","-77.129605"
"PAST SALE","September-21-2017","Single Family Residential",1225000,5,3.5,3840,5339,2008,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1110-18th-St-S-22202/home/11276724","MRIS","AR10018837","N","Y","Sunday- Sep 10, 2017","1110 18th St S","'222020000","38.8566626&-77.0657543","Arlington, Virginia","Addison Heights","Arlington","VA","38.8566626","-77.0657543"
"PAST SALE","September-7-2017","Townhouse",790000,4,3.5,2496,1406,2010,107,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2527-S-Kenmore-Ct-22206/home/28681802","MRIS","AR10038791","N","Y","Sunday- Aug 13, 2017","2527 Kenmore Ct","'222060000","38.8462168&-77.085183","Arlington, Virginia","Shirlington Crest","Arlington","VA","38.8462168","-77.085183"
"PAST SALE","September-21-2017","Townhouse",462500,3,2.5,1588,1588,1986,471,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3942-9th-Rd-S-22204/home/11261592","MRIS","AR10023866","N","Y","Sunday- Sep 10, 2017","3942 9th Rd S","'222040000","38.8605986&-77.0962023","Arlington, Virginia","Dundree Knolls","Arlington","VA","38.8605986","-77.0962023"
"PAST SALE","September-15-2017","Single Family Residential",960000,5,3.5,3550,7700,1936,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2353-S-Meade-St-22202/home/11277637","MRIS","AR9937425","N","Y","Tuesday- Aug 29, 2017","2353 Meade St S","'222020000","38.8510411&-77.0681251","Arlington, Virginia","Club Manor Est","Arlington","VA","38.8510411","-77.0681251"
"PAST SALE","September-23-2017","Single Family Residential",520000,3,2,1580,3288,1961,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1924-S-Langley-St-22204/home/11271502","MRIS","AR10033812","N","Y","Thursday- Sep 14, 2017","1924 Langley St","'222040000","38.8522958&-77.0889555","Arlington, Virginia","Nauck","Arlington","VA","38.8522958","-77.0889555"
"PAST SALE","September-26-2017","Townhouse",585000,3,2.5,2344,1331,2006,60,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/969-S-Randolph-St-22204/home/18395475","MRIS","AR9995828","N","Y","Wednesday- Sep 20, 2017","969 Randolph St S","'222040000","38.8596256&-77.1002295","Arlington, Virginia","Alcova Row","Arlington","VA","38.8596256","-77.1002295"
"PAST SALE","September-27-2017","Single Family Residential",1350150,5,5.5,4446,8746,2017,50,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/829-S-Utah-St-22204/home/109522279","MRIS","AR10067748","N","Y","Friday- Sep 22, 2017","829 Utah St S","'222040000","38.8596929&-77.1060209","Arlington, Virginia","Belmont Pointe","Arlington","VA","38.8596929","-77.1060209"
"PAST SALE","September-28-2017","Single Family Residential",665000,3,2,1830,8246,1939,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3923-7th-St-S-22204/home/11260954","MRIS","AR10039501","N","Y","Sunday- Sep 24, 2017","3923 7th St S","'222040000","38.863995&-77.100115","Arlington, Virginia","Alcova Heights","Arlington","VA","38.863995","-77.100115"
"PAST SALE","September-28-2017","Single Family Residential",7e+05,4,3,1992,6028,1960,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3020-S-Hill-St-22202/home/11277050","MRIS","AR10017633","N","Y","Sunday- Sep 24, 2017","3020 Hill St","'222020000","38.8455319&-77.0608697","Arlington, Virginia","Aurora Hills","Arlington","VA","38.8455319","-77.0608697"
"PAST SALE","September-28-2017","Townhouse",397050,3,2,1335,1335,1983,125,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2840-S-Meade-St-22206/home/11277807","MRIS","AR10026801","N","Y","Sunday- Sep 24, 2017","2840 Meade St","'222060000","38.845323&-77.070373","Arlington, Virginia","Olde Factory","Arlington","VA","38.845323","-77.070373"
"PAST SALE","September-27-2017","Single Family Residential",1438945,5,5.5,4956,7950,2017,50,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/825-S-Utah-St-22204/home/109522288","MRIS","AR10067741","N","Y","Friday- Sep 22, 2017","825 Utah St S","'222040000","38.8600309&-77.1061353","Arlington, Virginia","Belmont Pointe","Arlington","VA","38.8600309","-77.1061353"
"PAST SALE","September-7-2017","Townhouse",795000,3,3.5,2400,1927,1980,167,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2224-N-Tuckahoe-St-22205/home/11239177","MRIS","AR9963731","N","Y","Sunday- Aug 13, 2017","2224 Tuckahoe St N","'222050000","38.8887349&-77.157999","Arlington, Virginia","Tuckahoe Park","Arlington","VA","38.8887349","-77.157999"
"PAST SALE","September-20-2017","Single Family Residential",1639425,5,5,5776,8342,2017,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/5731-28th-St-N-22207/home/109522363","MRIS","AR9885875","N","Y","Friday- Sep 08, 2017","5731 28th St N","'222070000","38.8997662&-77.1463798","Arlington, Virginia","Lexington Hill","Arlington","VA","38.8997662","-77.1463798"
"PAST SALE","September-15-2017","Townhouse",452000,3,3,1315,1315,1984,150,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4923-7th-Rd-S-22204/unit-4923/home/82079038","MRIS","AR10026232","N","Y","Tuesday- Aug 29, 2017","4923 7th Rd S #4923","'222040000","38.8598498&-77.115834","Arlington, Virginia","Forest Knolls","Arlington","VA","38.8598498","-77.115834"
"PAST SALE","September-22-2017","Single Family Residential",1750000,6,5.5,6216,11090,2017,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/6812-31st-St-N-22213/home/114033466","MRIS","AR10016219","N","Y","Tuesday- Sep 12, 2017","6812 31st St N","'222130000","38.8968695&-77.1671795","Arlington, Virginia","West Arlington","Arlington","VA","38.8968695","-77.1671795"
"PAST SALE","September-15-2017","Single Family Residential",1090000,4,3.5,3528,6764,1951,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2314-N-Harrison-St-22205/home/11236467","MRIS","AR10020918","N","Y","Tuesday- Aug 29, 2017","2314 Harrison St N","'222050000","38.8955492&-77.1368614","Arlington, Virginia","Tara / Leeway Heights","Arlington","VA","38.8955492","-77.1368614"
"PAST SALE","September-11-2017","Single Family Residential",795000,4,2,1762,6350,1958,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/6204-22nd-Rd-N-22205/home/11238877","MRIS","AR10035931","N","Y","Monday- Aug 21, 2017","6204 22nd Rd N","'222050000","38.890072&-77.1499294","Arlington, Virginia","Overlee Knolls","Arlington","VA","38.890072","-77.1499294"
"PAST SALE","September-22-2017","Townhouse",3e+05,3,1,962,962,1947,651,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2815-16th-Rd-S-22204/unit-2815B/home/114093517","MRIS","AR9966374","N","Y","Tuesday- Sep 12, 2017","2815-B 16th Rd S Unit 2815B","'222040000","38.8566792&-77.0857121","Arlington, Virginia","Arlington Court Condo","Arlington","VA","38.8566792","-77.0857121"
"PAST SALE","September-22-2017","Single Family Residential",1908261,6,6.5,6492,12457,2017,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2424-N-Potomac-St-22207/home/11225957","MRIS","AR9857684","N","Y","Tuesday- Sep 12, 2017","2424 Potomac St N","'222070000","38.8936963&-77.1526979","Arlington, Virginia","Berkshire Oakwood","Arlington","VA","38.8936963","-77.1526979"
"PAST SALE","September-22-2017","Single Family Residential",970000,5,3,2725,10641,1941,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3723-16th-St-S-22204/home/11263820","MRIS","AR9851519","N","Y","Tuesday- Sep 12, 2017","3723 16th St S","'222040000","38.8551665&-77.0939663","Arlington, Virginia","Douglas Park","Arlington","VA","38.8551665","-77.0939663"
"PAST SALE","September-22-2017","Single Family Residential",975000,5,4,3689,16406,1966,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3625-N-Lancaster-St-22207/home/11228329","MRIS","AR9939079","N","Y","Tuesday- Sep 12, 2017","3625 Lancaster St","'222070000","38.9079352&-77.1524325","Arlington, Virginia","Williamsburg Village","Arlington","VA","38.9079352","-77.1524325"
"PAST SALE","September-27-2017","Single Family Residential",876000,4,3,2080,10800,1937,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/824-S-Courthouse-Rd-22204/home/11263375","MRIS","AR9987683","N","Y","Friday- Sep 22, 2017","824 S Courthouse Rd","'222040000","38.8658164&-77.0809497","Arlington, Virginia","Arlington Heights","Arlington","VA","38.8658164","-77.0809497"
"PAST SALE","September-26-2017","Condo/Co-op",825000,3,2,1404,1404,1998,643,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/901-N-Monroe-St-22201/unit-1001/home/11278114","MRIS","AR10020454","N","Y","Wednesday- Sep 20, 2017","901 Monroe St N #1001","'222010000","38.8831242&-77.1026914","Arlington, Virginia","Virginia Square Condo","Arlington","VA","38.8831242","-77.1026914"
"PAST SALE","September-28-2017","Single Family Residential",659000,3,2,1700,6366,1947,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/879-N-Lebanon-St-22205/home/11240972","MRIS","AR10043334","N","Y","Sunday- Sep 24, 2017","879 Lebanon St","'222050000","38.8746428&-77.141643","Arlington, Virginia","Dominion Hills","Arlington","VA","38.8746428","-77.141643"
"PAST SALE","","Single Family Residential",750000,4,2,2430,7693,1923,NA,"",NA,NA,"http://www.redfin.com/VA/Arlington/1901-N-Oakland-St-22207/home/11234080","","","N","Y",NA,"1901 N Oakland St","'222070000","38.8940128&-77.1060371","Arlington, Virginia","","Arlington","VA","38.8940128","-77.1060371"
"PAST SALE","September-29-2017","Single Family Residential",676000,3,2,1315,4578,1941,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/800-S-Ivy-St-22204/home/11263068","MRIS","AR10049239","N","Y","Tuesday- Sep 26, 2017","800 Ivy St","'222040000","38.8650667&-77.0916621","Arlington, Virginia","Arlington Heights","Arlington","VA","38.8650667","-77.0916621"
"PAST SALE","September-25-2017","Single Family Residential",1414000,5,4.5,5630,10260,1979,5,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4048-N-Aberdeen-St-22207/home/11230528","MRIS","AR9864726","N","Y","Monday- Sep 18, 2017","4048 Aberdeen St","'222070000","38.9200207&-77.1374715","Arlington, Virginia","Black Oak Cluster","Arlington","VA","38.9200207","-77.1374715"
"PAST SALE","September-27-2017","Single Family Residential",860000,5,3,2357,8092,1958,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/6219-22nd-Rd-N-22205/home/11238872","MRIS","AR10039167","N","Y","Friday- Sep 22, 2017","6219 22nd Rd N","'222050000","38.8906003&-77.1506159","Arlington, Virginia","Over Lee Knolls","Arlington","VA","38.8906003","-77.1506159"
"PAST SALE","September-27-2017","Single Family Residential",660000,3,2.5,2632,12095,1953,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/5138-16th-St-N-22205/home/11237039","MRIS","AR9782652","N","Y","Friday- Sep 22, 2017","5138 16th St N","'222050000","38.8875765&-77.127218","Arlington, Virginia","Waycroft-woodlawn","Arlington","VA","38.8875765","-77.127218"
"PAST SALE","September-29-2017","Single Family Residential",1675000,6,4.5,5108,14585,2009,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/6614-32nd-St-N-22213/home/11224748","MRIS","AR9985272","N","Y","Tuesday- Sep 26, 2017","6614 32nd St N","'222130000","38.8986614&-77.1643645","Arlington, Virginia","Berkshire Oakwood","Arlington","VA","38.8986614","-77.1643645"
"PAST SALE","September-29-2017","Single Family Residential",901000,5,3,2288,9640,1951,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2807-John-Marshall-Dr-22207/home/11225202","MRIS","AR10027517","N","Y","Tuesday- Sep 26, 2017","2807 John Marshall Dr","'222070000","38.899613&-77.1480011","Arlington, Virginia","Lexington Village","Arlington","VA","38.899613","-77.1480011"
"PAST SALE","September-19-2017","Single Family Residential",1050000,4,3.5,1897,5053,1924,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/1916-N-Wayne-St-22201/home/11246854","MRIS","AR10029707","N","Y","Wednesday- Sep 06, 2017","1916 Wayne St N","'222010000","38.8961474&-77.0882187","Arlington, Virginia","Clark & Hilton","Arlington","VA","38.8961474","-77.0882187"
"PAST SALE","September-26-2017","Townhouse",585000,3,3.5,1790,1790,1982,422,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/2500-S-Arlington-Mill-Dr-22206/unit-3/home/143715873","MRIS","AR10050763","N","Y","Wednesday- Sep 20, 2017","2500-C Arlington Mill Dr #3","'222060000","38.8432106&-77.0951474","Arlington, Virginia","Windgate Village Ii","Arlington","VA","38.8432106","-77.0951474"
"PAST SALE","September-27-2017","Single Family Residential",685000,3,1,1440,7121,1941,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/21-N-Greenbrier-St-22203/home/11243572","MRIS","AR10005815","N","Y","Friday- Sep 22, 2017","21 Greenbrier St N","'222030000","38.8677225&-77.1227262","Arlington, Virginia","Arlington Forest","Arlington","VA","38.8677225","-77.1227262"
"PAST SALE","September-29-2017","Single Family Residential",1177985,5,4.5,4056,6367,2017,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/3008-12th-St-S-22204/home/11273772","MRIS","AR9986091","N","Y","Tuesday- Sep 26, 2017","3008 12th St S","'222040000","38.860285&-77.087815","Arlington, Virginia","Columbia Pike","Arlington","VA","38.860285","-77.087815"
"PAST SALE","September-29-2017","Townhouse",460000,3,2.5,1356,1356,1966,552,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/4145-S-Four-Mile-Run-Dr-22204/unit-B/home/16897058","MRIS","AR9986614","N","Y","Tuesday- Sep 26, 2017","4145 Four Mile Run Dr Unit B","'222040000","38.8492892&-77.0980962","Arlington, Virginia","West Village At Shirlington","Arlington","VA","38.8492892","-77.0980962"
"PAST SALE","September-6-2017","Single Family Residential",870000,3,3.5,2578,10120,1952,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/5520-18th-Rd-N-22205/home/11236874","MRIS","AR10005875","N","Y","Friday- Aug 11, 2017","5520 18th Rd N","'222050000","38.8896894&-77.1352831","Arlington, Virginia","Tara","Arlington","VA","38.8896894","-77.1352831"
"PAST SALE","September-29-2017","Single Family Residential",975000,4,3.5,2748,5272,2009,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/5716-5th-St-N-22205/home/22101707","MRIS","AR10005656","N","Y","Tuesday- Sep 26, 2017","5716 5th St N","'222050000","38.871177&-77.1292743","Arlington, Virginia","Bon Air","Arlington","VA","38.871177","-77.1292743"
"PAST SALE","September-6-2017","Single Family Residential",775000,3,2.5,1550,7840,1947,NA,"Sold",NA,NA,"http://www.redfin.com/VA/Arlington/5919-10th-Rd-N-22205/home/11240896","MRIS","AR10009630","N","Y","Friday- Aug 11, 2017","5919 10th Rd N","'222050000","38.8783764&-77.1398645","Arlington, Virginia","Dominion Hills","Arlington","VA","38.8783764","-77.1398645"
"PAST SALE","September-6-2017","Condo/Co-op",256000,0,1,500,500,1982,399,"Sold",NA,NA,"http://www.redfin.com/MD/Chevy-Chase/5500-Friendship-Blvd-20815/unit-820N/home/129808296","MRIS","MC9978897","N","Y","Friday- Aug 11, 2017","5500 Friendship Blvd Unit 820N","'208150000","38.9631191&-77.089318","Chevy Chase, MD","Friendship Heights","Chevy Chase","MD","38.9631191","-77.089318"
"PAST SALE","September-21-2017","Condo/Co-op",329999,2,2,1336,1336,1980,987,"Sold",NA,NA,"http://www.redfin.com/MD/Bethesda/5101-River-Rd-20816/unit-815/home/10690159","MRIS","MC9990688","N","Y","Sunday- Sep 10, 2017","5101 River Rd #815","'208160000","38.9641103&-77.101309","Bethesda, MD","The Kenwood","Bethesda","MD","38.9641103","-77.101309"
"PAST SALE","September-26-2017","Condo/Co-op",258000,1,1.5,1030,1030,1982,713,"Sold",NA,NA,"http://www.redfin.com/MD/Chevy-Chase/5500-Friendship-Blvd-20815/unit-1826N/home/10694366","MRIS","MC9908710","N","Y","Wednesday- Sep 20, 2017","5500 Friendship Blvd Unit 1826N","'208150000","38.9631191&-77.089318","Chevy Chase, MD","Willoughby Of Ch Ch Codm","Chevy Chase","MD","38.9631191","-77.089318"
"PAST SALE","September-11-2017","Condo/Co-op",215000,2,1,1152,1152,1973,672,"Sold",NA,NA,"http://www.redfin.com/MD/Bethesda/7501-Democracy-Blvd-20817/unit-B223/home/10912582","MRIS","MC10016693","N","Y","Monday- Aug 21, 2017","7501 Democracy Blvd Unit B-223","'208170000","39.0239228&-77.1540936","Bethesda, MD","Lakeside Terrace","Bethesda","MD","39.0239228","-77.1540936"
"PAST SALE","September-12-2017","Condo/Co-op",190000,1,1,841,841,1983,416,"Sold",NA,NA,"http://www.redfin.com/MD/Bethesda/7401-Westlake-Ter-20817/unit-1406/home/10914190","MRIS","MC9973101","N","Y","Wednesday- Aug 23, 2017","7401 Westlake Ter #1406","'208170000","39.0273177&-77.1514756","Bethesda, MD","Chelsea Towers Codm","Bethesda","MD","39.0273177","-77.1514756"
"PAST SALE","September-5-2017","Condo/Co-op",225000,0,1,456,456,1982,363,"Sold",NA,NA,"http://www.redfin.com/MD/Chevy-Chase/5500-Friendship-Blvd-20815/unit-1524N/home/143703061","MRIS","MC10007969","N","Y","Wednesday- Aug 09, 2017","5500 Friendship Blvd Unit 1524N","'208150000","38.9631191&-77.089318","Chevy Chase, MD","Willoughby Of Ch Ch Codm","Chevy Chase","MD","38.9631191","-77.089318"
"PAST SALE","September-8-2017","Condo/Co-op",255000,1,1,923,923,1975,941,"Sold",NA,NA,"http://www.redfin.com/MD/Chevy-Chase/4601-N-Park-Ave-20815/unit-409-J/home/143070653","MRIS","MC9965462","N","Y","Tuesday- Aug 15, 2017","4601 Park Ave Unit 409-J","'208150000","38.963867&-77.0913527","Chevy Chase, MD","The Elizabeth","Chevy Chase","MD","38.963867","-77.0913527"
"PAST SALE","","Condo/Co-op",412000,NA,NA,1410,1410,1973,NA,"",NA,NA,"http://www.redfin.com/MD/Bethesda/4924-Sentinel-Dr-20816/unit-2-404/home/10682061","","","N","Y",NA,"4924 Sentinel Dr Unit 2-404","'208160000","38.950114&-77.116342","Bethesda, MD","","Bethesda","MD","38.950114","-77.116342"
"PAST SALE","September-7-2017","Condo/Co-op",335000,1,1,535,535,2007,344,"Sold",NA,NA,"http://www.redfin.com/MD/Bethesda/7500-Woodmont-Ave-20814/unit-S409/home/11760142","MRIS","MC10007395","N","Y","Sunday- Aug 13, 2017","7500 Woodmont Ave Unit S409","'208140000","38.9840481&-77.0966947","Bethesda, MD","The Chase At Bethesda","Bethesda","MD","38.9840481","-77.0966947"
"PAST SALE","September-6-2017","Single Family Residential",739000,2,2,1506,6000,1923,NA,"Sold",NA,NA,"http://www.redfin.com/MD/Bethesda/5009-Greenway-Dr-20816/home/10687291","MRIS","MC10009874","N","Y","Friday- Aug 11, 2017","5009 Greenway Dr","'208160000","38.9615912&-77.0999737","Bethesda, MD","Green Acres","Bethesda","MD","38.9615912","-77.0999737"
"PAST SALE","","Condo/Co-op",245000,0,1,1077,1077,1981,NA,"",NA,NA,"http://www.redfin.com/MD/Bethesda/10600-Weymouth-St-20814/unit-W-103/home/10535901","","","N","Y",NA,"10600 Weymouth St Unit W-103","'208140000","39.0286477&-77.0951648","Bethesda, MD","","Bethesda","MD","39.0286477","-77.0951648"
